,Wavelength,n,k,comp
910,1102,2.015081,0.0,(2.015081+0j)
911,1103,2.01504,0.0,(2.01504+0j)
912,1104,2.014998,0.0,(2.014998+0j)
913,1105,2.014957,0.0,(2.014957+0j)
914,1106,2.014916,0.0,(2.014916+0j)
915,1107,2.014875,0.0,(2.014875+0j)
916,1108,2.014834,0.0,(2.014834+0j)
917,1109,2.014793,0.0,(2.014793+0j)
918,1110,2.014752,0.0,(2.014752+0j)
919,1111,2.014711,0.0,(2.014711+0j)
920,1112,2.014671,0.0,(2.014671+0j)
921,1113,2.014631,0.0,(2.014631+0j)
922,1114,2.01459,0.0,(2.01459+0j)
923,1115,2.01455,0.0,(2.01455+0j)
924,1116,2.01451,0.0,(2.01451+0j)
925,1117,2.01447,0.0,(2.01447+0j)
926,1118,2.01443,0.0,(2.01443+0j)
927,1119,2.01439,0.0,(2.01439+0j)
928,1120,2.014351,0.0,(2.014351+0j)
929,1121,2.014311,0.0,(2.014311+0j)
930,1122,2.014272,0.0,(2.014272+0j)
931,1123,2.014233,0.0,(2.014233+0j)
932,1124,2.014193,0.0,(2.014193+0j)
933,1125,2.014154,0.0,(2.014154+0j)
934,1126,2.014115,0.0,(2.014115+0j)
935,1127,2.014076,0.0,(2.014076+0j)
936,1128,2.014038,0.0,(2.014038+0j)
937,1129,2.013999,0.0,(2.013999+0j)
938,1130,2.013961,0.0,(2.013961+0j)
939,1131,2.013922,0.0,(2.013922+0j)
940,1132,2.013884,0.0,(2.013884+0j)
941,1133,2.013846,0.0,(2.013846+0j)
942,1134,2.013808,0.0,(2.013808+0j)
943,1135,2.01377,0.0,(2.01377+0j)
944,1136,2.013732,0.0,(2.013732+0j)
945,1137,2.013694,0.0,(2.013694+0j)
946,1138,2.013657,0.0,(2.013657+0j)
947,1139,2.013619,0.0,(2.013619+0j)
948,1140,2.013582,0.0,(2.013582+0j)
949,1141,2.013544,0.0,(2.013544+0j)
950,1142,2.013507,0.0,(2.013507+0j)
951,1143,2.01347,0.0,(2.01347+0j)
952,1144,2.013433,0.0,(2.013433+0j)
953,1145,2.013396,0.0,(2.013396+0j)
954,1146,2.013359,0.0,(2.013359+0j)
955,1147,2.013323,0.0,(2.013323+0j)
956,1148,2.013286,0.0,(2.013286+0j)
957,1149,2.013249,0.0,(2.013249+0j)
958,1150,2.013213,0.0,(2.013213+0j)
959,1151,2.013177,0.0,(2.013177+0j)
960,1152,2.01314,0.0,(2.01314+0j)
961,1153,2.013104,0.0,(2.013104+0j)
962,1154,2.013068,0.0,(2.013068+0j)
963,1155,2.013032,0.0,(2.013032+0j)
964,1156,2.012997,0.0,(2.012997+0j)
965,1157,2.012961,0.0,(2.012961+0j)
966,1158,2.012925,0.0,(2.012925+0j)
967,1159,2.01289,0.0,(2.01289+0j)
968,1160,2.012854,0.0,(2.012854+0j)
969,1161,2.012819,0.0,(2.012819+0j)
970,1162,2.012784,0.0,(2.012784+0j)
971,1163,2.012749,0.0,(2.012749+0j)
972,1164,2.012714,0.0,(2.012714+0j)
973,1165,2.012679,0.0,(2.012679+0j)
974,1166,2.012644,0.0,(2.012644+0j)
975,1167,2.012609,0.0,(2.012609+0j)
976,1168,2.012575,0.0,(2.012575+0j)
977,1169,2.01254,0.0,(2.01254+0j)
978,1170,2.012506,0.0,(2.012506+0j)
979,1171,2.012471,0.0,(2.012471+0j)
980,1172,2.012437,0.0,(2.012437+0j)
981,1173,2.012403,0.0,(2.012403+0j)
982,1174,2.012369,0.0,(2.012369+0j)
983,1175,2.012335,0.0,(2.012335+0j)
984,1176,2.012301,0.0,(2.012301+0j)
985,1177,2.012267,0.0,(2.012267+0j)
986,1178,2.012233,0.0,(2.012233+0j)
987,1179,2.0122,0.0,(2.0122+0j)
988,1180,2.012166,0.0,(2.012166+0j)
989,1181,2.012133,0.0,(2.012133+0j)
990,1182,2.012099,0.0,(2.012099+0j)
991,1183,2.012066,0.0,(2.012066+0j)
992,1184,2.012033,0.0,(2.012033+0j)
993,1185,2.012,0.0,(2.012+0j)
994,1186,2.011967,0.0,(2.011967+0j)
995,1187,2.011934,0.0,(2.011934+0j)
996,1188,2.011901,0.0,(2.011901+0j)
997,1189,2.011868,0.0,(2.011868+0j)
998,1190,2.011836,0.0,(2.011836+0j)
999,1191,2.011803,0.0,(2.011803+0j)
1000,1192,2.011771,0.0,(2.011771+0j)
1001,1193,2.011738,0.0,(2.011738+0j)
1002,1194,2.011706,0.0,(2.011706+0j)
1003,1195,2.011674,0.0,(2.011674+0j)
1004,1196,2.011642,0.0,(2.011642+0j)
1005,1197,2.01161,0.0,(2.01161+0j)
1006,1198,2.011578,0.0,(2.011578+0j)
1007,1199,2.011546,0.0,(2.011546+0j)
1008,1200,2.011514,0.0,(2.011514+0j)
1009,1201,2.011482,0.0,(2.011482+0j)
1010,1202,2.011451,0.0,(2.011451+0j)
1011,1203,2.011419,0.0,(2.011419+0j)
1012,1204,2.011388,0.0,(2.011388+0j)
1013,1205,2.011356,0.0,(2.011356+0j)
1014,1206,2.011325,0.0,(2.011325+0j)
1015,1207,2.011294,0.0,(2.011294+0j)
1016,1208,2.011262,0.0,(2.011262+0j)
1017,1209,2.011231,0.0,(2.011231+0j)
1018,1210,2.0112,0.0,(2.0112+0j)
1019,1211,2.01117,0.0,(2.01117+0j)
1020,1212,2.011139,0.0,(2.011139+0j)
1021,1213,2.011108,0.0,(2.011108+0j)
1022,1214,2.011077,0.0,(2.011077+0j)
1023,1215,2.011047,0.0,(2.011047+0j)
1024,1216,2.011016,0.0,(2.011016+0j)
1025,1217,2.010986,0.0,(2.010986+0j)
1026,1218,2.010956,0.0,(2.010956+0j)
1027,1219,2.010926,0.0,(2.010926+0j)
1028,1220,2.010895,0.0,(2.010895+0j)
1029,1221,2.010865,0.0,(2.010865+0j)
1030,1222,2.010835,0.0,(2.010835+0j)
1031,1223,2.010805,0.0,(2.010805+0j)
1032,1224,2.010775,0.0,(2.010775+0j)
1033,1225,2.010746,0.0,(2.010746+0j)
1034,1226,2.010716,0.0,(2.010716+0j)
1035,1227,2.010686,0.0,(2.010686+0j)
1036,1228,2.010657,0.0,(2.010657+0j)
1037,1229,2.010627,0.0,(2.010627+0j)
1038,1230,2.010598,0.0,(2.010598+0j)
1039,1231,2.010569,0.0,(2.010569+0j)
1040,1232,2.010539,0.0,(2.010539+0j)
1041,1233,2.01051,0.0,(2.01051+0j)
1042,1234,2.010481,0.0,(2.010481+0j)
1043,1235,2.010452,0.0,(2.010452+0j)
1044,1236,2.010423,0.0,(2.010423+0j)
1045,1237,2.010394,0.0,(2.010394+0j)
1046,1238,2.010365,0.0,(2.010365+0j)
1047,1239,2.010337,0.0,(2.010337+0j)
1048,1240,2.010308,0.0,(2.010308+0j)
1049,1241,2.010279,0.0,(2.010279+0j)
1050,1242,2.010251,0.0,(2.010251+0j)
1051,1243,2.010222,0.0,(2.010222+0j)
1052,1244,2.010194,0.0,(2.010194+0j)
1053,1245,2.010166,0.0,(2.010166+0j)
1054,1246,2.010138,0.0,(2.010138+0j)
1055,1247,2.010109,0.0,(2.010109+0j)
1056,1248,2.010081,0.0,(2.010081+0j)
1057,1249,2.010053,0.0,(2.010053+0j)
1058,1250,2.010026,0.0,(2.010026+0j)
1059,1251,2.009998,0.0,(2.009998+0j)
1060,1252,2.00997,0.0,(2.00997+0j)
1061,1253,2.009942,0.0,(2.009942+0j)
1062,1254,2.009914,0.0,(2.009914+0j)
1063,1255,2.009887,0.0,(2.009887+0j)
1064,1256,2.009859,0.0,(2.009859+0j)
1065,1257,2.009832,0.0,(2.009832+0j)
1066,1258,2.009804,0.0,(2.009804+0j)
1067,1259,2.009777,0.0,(2.009777+0j)
1068,1260,2.00975,0.0,(2.00975+0j)
1069,1261,2.009723,0.0,(2.009723+0j)
1070,1262,2.009696,0.0,(2.009696+0j)
1071,1263,2.009668,0.0,(2.009668+0j)
1072,1264,2.009642,0.0,(2.009642+0j)
1073,1265,2.009615,0.0,(2.009615+0j)
1074,1266,2.009588,0.0,(2.009588+0j)
1075,1267,2.009561,0.0,(2.009561+0j)
1076,1268,2.009534,0.0,(2.009534+0j)
1077,1269,2.009508,0.0,(2.009508+0j)
1078,1270,2.009481,0.0,(2.009481+0j)
1079,1271,2.009454,0.0,(2.009454+0j)
1080,1272,2.009428,0.0,(2.009428+0j)
1081,1273,2.009402,0.0,(2.009402+0j)
1082,1274,2.009375,0.0,(2.009375+0j)
1083,1275,2.009349,0.0,(2.009349+0j)
1084,1276,2.009323,0.0,(2.009323+0j)
1085,1277,2.009297,0.0,(2.009297+0j)
1086,1278,2.009271,0.0,(2.009271+0j)
1087,1279,2.009245,0.0,(2.009245+0j)
1088,1280,2.009219,0.0,(2.009219+0j)
1089,1281,2.009193,0.0,(2.009193+0j)
1090,1282,2.009167,0.0,(2.009167+0j)
1091,1283,2.009141,0.0,(2.009141+0j)
1092,1284,2.009116,0.0,(2.009116+0j)
1093,1285,2.00909,0.0,(2.00909+0j)
1094,1286,2.009065,0.0,(2.009065+0j)
1095,1287,2.009039,0.0,(2.009039+0j)
1096,1288,2.009014,0.0,(2.009014+0j)
1097,1289,2.008988,0.0,(2.008988+0j)
1098,1290,2.008963,0.0,(2.008963+0j)
1099,1291,2.008938,0.0,(2.008938+0j)
1100,1292,2.008913,0.0,(2.008913+0j)
1101,1293,2.008888,0.0,(2.008888+0j)
1102,1294,2.008863,0.0,(2.008863+0j)
1103,1295,2.008838,0.0,(2.008838+0j)
1104,1296,2.008813,0.0,(2.008813+0j)
1105,1297,2.008788,0.0,(2.008788+0j)
1106,1298,2.008763,0.0,(2.008763+0j)
1107,1299,2.008738,0.0,(2.008738+0j)
1108,1300,2.008713,0.0,(2.008713+0j)
1109,1301,2.008689,0.0,(2.008689+0j)
1110,1302,2.008664,0.0,(2.008664+0j)
1111,1303,2.00864,0.0,(2.00864+0j)
1112,1304,2.008615,0.0,(2.008615+0j)
1113,1305,2.008591,0.0,(2.008591+0j)
1114,1306,2.008567,0.0,(2.008567+0j)
1115,1307,2.008542,0.0,(2.008542+0j)
1116,1308,2.008518,0.0,(2.008518+0j)
1117,1309,2.008494,0.0,(2.008494+0j)
1118,1310,2.00847,0.0,(2.00847+0j)
1119,1311,2.008446,0.0,(2.008446+0j)
1120,1312,2.008422,0.0,(2.008422+0j)
1121,1313,2.008398,0.0,(2.008398+0j)
1122,1314,2.008374,0.0,(2.008374+0j)
1123,1315,2.00835,0.0,(2.00835+0j)
1124,1316,2.008327,0.0,(2.008327+0j)
1125,1317,2.008303,0.0,(2.008303+0j)
1126,1318,2.008279,0.0,(2.008279+0j)
1127,1319,2.008256,0.0,(2.008256+0j)
1128,1320,2.008232,0.0,(2.008232+0j)
1129,1321,2.008209,0.0,(2.008209+0j)
1130,1322,2.008185,0.0,(2.008185+0j)
1131,1323,2.008162,0.0,(2.008162+0j)
1132,1324,2.008138,0.0,(2.008138+0j)
1133,1325,2.008115,0.0,(2.008115+0j)
1134,1326,2.008092,0.0,(2.008092+0j)
1135,1327,2.008069,0.0,(2.008069+0j)
1136,1328,2.008046,0.0,(2.008046+0j)
1137,1329,2.008023,0.0,(2.008023+0j)
1138,1330,2.008,0.0,(2.008+0j)
1139,1331,2.007977,0.0,(2.007977+0j)
1140,1332,2.007954,0.0,(2.007954+0j)
1141,1333,2.007931,0.0,(2.007931+0j)
1142,1334,2.007908,0.0,(2.007908+0j)
1143,1335,2.007886,0.0,(2.007886+0j)
1144,1336,2.007863,0.0,(2.007863+0j)
1145,1337,2.00784,0.0,(2.00784+0j)
1146,1338,2.007818,0.0,(2.007818+0j)
1147,1339,2.007795,0.0,(2.007795+0j)
1148,1340,2.007773,0.0,(2.007773+0j)
1149,1341,2.007751,0.0,(2.007751+0j)
1150,1342,2.007728,0.0,(2.007728+0j)
1151,1343,2.007706,0.0,(2.007706+0j)
1152,1344,2.007684,0.0,(2.007684+0j)
1153,1345,2.007661,0.0,(2.007661+0j)
1154,1346,2.007639,0.0,(2.007639+0j)
1155,1347,2.007617,0.0,(2.007617+0j)
1156,1348,2.007595,0.0,(2.007595+0j)
1157,1349,2.007573,0.0,(2.007573+0j)
1158,1350,2.007551,0.0,(2.007551+0j)
1159,1351,2.007529,0.0,(2.007529+0j)
1160,1352,2.007508,0.0,(2.007508+0j)
1161,1353,2.007486,0.0,(2.007486+0j)
1162,1354,2.007464,0.0,(2.007464+0j)
1163,1355,2.007442,0.0,(2.007442+0j)
1164,1356,2.007421,0.0,(2.007421+0j)
1165,1357,2.007399,0.0,(2.007399+0j)
1166,1358,2.007378,0.0,(2.007378+0j)
1167,1359,2.007356,0.0,(2.007356+0j)
1168,1360,2.007335,0.0,(2.007335+0j)
1169,1361,2.007313,0.0,(2.007313+0j)
1170,1362,2.007292,0.0,(2.007292+0j)
1171,1363,2.007271,0.0,(2.007271+0j)
1172,1364,2.00725,0.0,(2.00725+0j)
1173,1365,2.007228,0.0,(2.007228+0j)
1174,1366,2.007207,0.0,(2.007207+0j)
1175,1367,2.007186,0.0,(2.007186+0j)
1176,1368,2.007165,0.0,(2.007165+0j)
1177,1369,2.007144,0.0,(2.007144+0j)
1178,1370,2.007123,0.0,(2.007123+0j)
1179,1371,2.007102,0.0,(2.007102+0j)
1180,1372,2.007081,0.0,(2.007081+0j)
1181,1373,2.007061,0.0,(2.007061+0j)
1182,1374,2.00704,0.0,(2.00704+0j)
1183,1375,2.007019,0.0,(2.007019+0j)
1184,1376,2.006999,0.0,(2.006999+0j)
1185,1377,2.006978,0.0,(2.006978+0j)
1186,1378,2.006957,0.0,(2.006957+0j)
1187,1379,2.006937,0.0,(2.006937+0j)
1188,1380,2.006916,0.0,(2.006916+0j)
1189,1381,2.006896,0.0,(2.006896+0j)
1190,1382,2.006876,0.0,(2.006876+0j)
1191,1383,2.006855,0.0,(2.006855+0j)
1192,1384,2.006835,0.0,(2.006835+0j)
1193,1385,2.006815,0.0,(2.006815+0j)
1194,1386,2.006794,0.0,(2.006794+0j)
1195,1387,2.006774,0.0,(2.006774+0j)
1196,1388,2.006754,0.0,(2.006754+0j)
1197,1389,2.006734,0.0,(2.006734+0j)
1198,1390,2.006714,0.0,(2.006714+0j)
1199,1391,2.006694,0.0,(2.006694+0j)
1200,1392,2.006674,0.0,(2.006674+0j)
1201,1393,2.006655,0.0,(2.006655+0j)
1202,1394,2.006634,0.0,(2.006634+0j)
1203,1395,2.006615,0.0,(2.006615+0j)
1204,1396,2.006595,0.0,(2.006595+0j)
1205,1397,2.006575,0.0,(2.006575+0j)
1206,1398,2.006556,0.0,(2.006556+0j)
1207,1399,2.006536,0.0,(2.006536+0j)
1208,1400,2.006516,0.0,(2.006516+0j)
1209,1401,2.006497,0.0,(2.006497+0j)
1210,1402,2.006478,0.0,(2.006478+0j)
1211,1403,2.006458,0.0,(2.006458+0j)
1212,1404,2.006439,0.0,(2.006439+0j)
1213,1405,2.006419,0.0,(2.006419+0j)
1214,1406,2.0064,0.0,(2.0064+0j)
1215,1407,2.006381,0.0,(2.006381+0j)
1216,1408,2.006361,0.0,(2.006361+0j)
1217,1409,2.006342,0.0,(2.006342+0j)
1218,1410,2.006323,0.0,(2.006323+0j)
1219,1411,2.006304,0.0,(2.006304+0j)
1220,1412,2.006285,0.0,(2.006285+0j)
1221,1413,2.006266,0.0,(2.006266+0j)
1222,1414,2.006247,0.0,(2.006247+0j)
1223,1415,2.006228,0.0,(2.006228+0j)
1224,1416,2.006209,0.0,(2.006209+0j)
1225,1417,2.00619,0.0,(2.00619+0j)
1226,1418,2.006171,0.0,(2.006171+0j)
1227,1419,2.006153,0.0,(2.006153+0j)
1228,1420,2.006134,0.0,(2.006134+0j)
1229,1421,2.006115,0.0,(2.006115+0j)
1230,1422,2.006097,0.0,(2.006097+0j)
1231,1423,2.006078,0.0,(2.006078+0j)
1232,1424,2.006059,0.0,(2.006059+0j)
1233,1425,2.006041,0.0,(2.006041+0j)
1234,1426,2.006022,0.0,(2.006022+0j)
1235,1427,2.006004,0.0,(2.006004+0j)
1236,1428,2.005986,0.0,(2.005986+0j)
1237,1429,2.005967,0.0,(2.005967+0j)
1238,1430,2.005949,0.0,(2.005949+0j)
1239,1431,2.005931,0.0,(2.005931+0j)
1240,1432,2.005913,0.0,(2.005913+0j)
1241,1433,2.005894,0.0,(2.005894+0j)
1242,1434,2.005876,0.0,(2.005876+0j)
1243,1435,2.005858,0.0,(2.005858+0j)
1244,1436,2.00584,0.0,(2.00584+0j)
1245,1437,2.005822,0.0,(2.005822+0j)
1246,1438,2.005804,0.0,(2.005804+0j)
1247,1439,2.005786,0.0,(2.005786+0j)
1248,1440,2.005768,0.0,(2.005768+0j)
1249,1441,2.00575,0.0,(2.00575+0j)
1250,1442,2.005732,0.0,(2.005732+0j)
1251,1443,2.005714,0.0,(2.005714+0j)
1252,1444,2.005697,0.0,(2.005697+0j)
1253,1445,2.005679,0.0,(2.005679+0j)
1254,1446,2.005661,0.0,(2.005661+0j)
1255,1447,2.005644,0.0,(2.005644+0j)
1256,1448,2.005626,0.0,(2.005626+0j)
1257,1449,2.005609,0.0,(2.005609+0j)
1258,1450,2.005591,0.0,(2.005591+0j)
1259,1451,2.005573,0.0,(2.005573+0j)
1260,1452,2.005556,0.0,(2.005556+0j)
1261,1453,2.005538,0.0,(2.005538+0j)
1262,1454,2.005521,0.0,(2.005521+0j)
1263,1455,2.005504,0.0,(2.005504+0j)
1264,1456,2.005486,0.0,(2.005486+0j)
1265,1457,2.005469,0.0,(2.005469+0j)
1266,1458,2.005452,0.0,(2.005452+0j)
1267,1459,2.005435,0.0,(2.005435+0j)
1268,1460,2.005418,0.0,(2.005418+0j)
1269,1461,2.0054,0.0,(2.0054+0j)
1270,1462,2.005383,0.0,(2.005383+0j)
1271,1463,2.005366,0.0,(2.005366+0j)
1272,1464,2.005349,0.0,(2.005349+0j)
1273,1465,2.005332,0.0,(2.005332+0j)
1274,1466,2.005315,0.0,(2.005315+0j)
1275,1467,2.005298,0.0,(2.005298+0j)
1276,1468,2.005281,0.0,(2.005281+0j)
1277,1469,2.005265,0.0,(2.005265+0j)
1278,1470,2.005248,0.0,(2.005248+0j)
1279,1471,2.005231,0.0,(2.005231+0j)
1280,1472,2.005214,0.0,(2.005214+0j)
1281,1473,2.005198,0.0,(2.005198+0j)
1282,1474,2.005181,0.0,(2.005181+0j)
1283,1475,2.005164,0.0,(2.005164+0j)
1284,1476,2.005148,0.0,(2.005148+0j)
1285,1477,2.005131,0.0,(2.005131+0j)
1286,1478,2.005115,0.0,(2.005115+0j)
1287,1479,2.005098,0.0,(2.005098+0j)
1288,1480,2.005082,0.0,(2.005082+0j)
1289,1481,2.005065,0.0,(2.005065+0j)
1290,1482,2.005049,0.0,(2.005049+0j)
1291,1483,2.005032,0.0,(2.005032+0j)
1292,1484,2.005016,0.0,(2.005016+0j)
1293,1485,2.005,0.0,(2.005+0j)
1294,1486,2.004983,0.0,(2.004983+0j)
1295,1487,2.004967,0.0,(2.004967+0j)
1296,1488,2.004951,0.0,(2.004951+0j)
1297,1489,2.004935,0.0,(2.004935+0j)
1298,1490,2.004919,0.0,(2.004919+0j)
1299,1491,2.004903,0.0,(2.004903+0j)
1300,1492,2.004887,0.0,(2.004887+0j)
1301,1493,2.004871,0.0,(2.004871+0j)
1302,1494,2.004855,0.0,(2.004855+0j)
1303,1495,2.004839,0.0,(2.004839+0j)
1304,1496,2.004823,0.0,(2.004823+0j)
1305,1497,2.004807,0.0,(2.004807+0j)
1306,1498,2.004791,0.0,(2.004791+0j)
1307,1499,2.004775,0.0,(2.004775+0j)
1308,1500,2.00476,0.0,(2.00476+0j)
1309,1501,2.004744,0.0,(2.004744+0j)
1310,1502,2.004728,0.0,(2.004728+0j)
1311,1503,2.004712,0.0,(2.004712+0j)
1312,1504,2.004697,0.0,(2.004697+0j)
1313,1505,2.004681,0.0,(2.004681+0j)
1314,1506,2.004666,0.0,(2.004666+0j)
1315,1507,2.00465,0.0,(2.00465+0j)
1316,1508,2.004634,0.0,(2.004634+0j)
1317,1509,2.004619,0.0,(2.004619+0j)
1318,1510,2.004603,0.0,(2.004603+0j)
1319,1511,2.004588,0.0,(2.004588+0j)
1320,1512,2.004573,0.0,(2.004573+0j)
1321,1513,2.004557,0.0,(2.004557+0j)
1322,1514,2.004542,0.0,(2.004542+0j)
1323,1515,2.004527,0.0,(2.004527+0j)
1324,1516,2.004511,0.0,(2.004511+0j)
1325,1517,2.004496,0.0,(2.004496+0j)
1326,1518,2.004481,0.0,(2.004481+0j)
1327,1519,2.004466,0.0,(2.004466+0j)
1328,1520,2.004451,0.0,(2.004451+0j)
1329,1521,2.004436,0.0,(2.004436+0j)
1330,1522,2.004421,0.0,(2.004421+0j)
1331,1523,2.004405,0.0,(2.004405+0j)
1332,1524,2.00439,0.0,(2.00439+0j)
1333,1525,2.004375,0.0,(2.004375+0j)
1334,1526,2.00436,0.0,(2.00436+0j)
1335,1527,2.004345,0.0,(2.004345+0j)
1336,1528,2.00433,0.0,(2.00433+0j)
1337,1529,2.004316,0.0,(2.004316+0j)
1338,1530,2.004301,0.0,(2.004301+0j)
1339,1531,2.004286,0.0,(2.004286+0j)
1340,1532,2.004271,0.0,(2.004271+0j)
1341,1533,2.004256,0.0,(2.004256+0j)
1342,1534,2.004242,0.0,(2.004242+0j)
1343,1535,2.004227,0.0,(2.004227+0j)
1344,1536,2.004212,0.0,(2.004212+0j)
1345,1537,2.004198,0.0,(2.004198+0j)
1346,1538,2.004183,0.0,(2.004183+0j)
1347,1539,2.004169,0.0,(2.004169+0j)
1348,1540,2.004154,0.0,(2.004154+0j)
1349,1541,2.004139,0.0,(2.004139+0j)
1350,1542,2.004125,0.0,(2.004125+0j)
1351,1543,2.004111,0.0,(2.004111+0j)
1352,1544,2.004096,0.0,(2.004096+0j)
1353,1545,2.004082,0.0,(2.004082+0j)
1354,1546,2.004067,0.0,(2.004067+0j)
1355,1547,2.004053,0.0,(2.004053+0j)
1356,1548,2.004039,0.0,(2.004039+0j)
1357,1549,2.004025,0.0,(2.004025+0j)
1358,1550,2.00401,0.0,(2.00401+0j)
1359,1551,2.003996,0.0,(2.003996+0j)
1360,1552,2.003982,0.0,(2.003982+0j)
1361,1553,2.003968,0.0,(2.003968+0j)
1362,1554,2.003953,0.0,(2.003953+0j)
1363,1555,2.003939,0.0,(2.003939+0j)
1364,1556,2.003925,0.0,(2.003925+0j)
1365,1557,2.003911,0.0,(2.003911+0j)
1366,1558,2.003897,0.0,(2.003897+0j)
1367,1559,2.003883,0.0,(2.003883+0j)
1368,1560,2.003869,0.0,(2.003869+0j)
1369,1561,2.003855,0.0,(2.003855+0j)
1370,1562,2.003841,0.0,(2.003841+0j)
1371,1563,2.003827,0.0,(2.003827+0j)
1372,1564,2.003814,0.0,(2.003814+0j)
1373,1565,2.0038,0.0,(2.0038+0j)
1374,1566,2.003786,0.0,(2.003786+0j)
1375,1567,2.003772,0.0,(2.003772+0j)
1376,1568,2.003758,0.0,(2.003758+0j)
1377,1569,2.003745,0.0,(2.003745+0j)
1378,1570,2.003731,0.0,(2.003731+0j)
1379,1571,2.003717,0.0,(2.003717+0j)
1380,1572,2.003704,0.0,(2.003704+0j)
1381,1573,2.00369,0.0,(2.00369+0j)
1382,1574,2.003676,0.0,(2.003676+0j)
1383,1575,2.003663,0.0,(2.003663+0j)
1384,1576,2.003649,0.0,(2.003649+0j)
1385,1577,2.003636,0.0,(2.003636+0j)
1386,1578,2.003622,0.0,(2.003622+0j)
1387,1579,2.003609,0.0,(2.003609+0j)
1388,1580,2.003595,0.0,(2.003595+0j)
1389,1581,2.003582,0.0,(2.003582+0j)
1390,1582,2.003568,0.0,(2.003568+0j)
1391,1583,2.003555,0.0,(2.003555+0j)
1392,1584,2.003542,0.0,(2.003542+0j)
1393,1585,2.003528,0.0,(2.003528+0j)
1394,1586,2.003515,0.0,(2.003515+0j)
1395,1587,2.003502,0.0,(2.003502+0j)
1396,1588,2.003489,0.0,(2.003489+0j)
1397,1589,2.003475,0.0,(2.003475+0j)
1398,1590,2.003462,0.0,(2.003462+0j)
1399,1591,2.003449,0.0,(2.003449+0j)
1400,1592,2.003436,0.0,(2.003436+0j)
1401,1593,2.003423,0.0,(2.003423+0j)
1402,1594,2.00341,0.0,(2.00341+0j)
1403,1595,2.003397,0.0,(2.003397+0j)
1404,1596,2.003384,0.0,(2.003384+0j)
1405,1597,2.003371,0.0,(2.003371+0j)
1406,1598,2.003358,0.0,(2.003358+0j)
1407,1599,2.003345,0.0,(2.003345+0j)
1408,1600,2.003332,0.0,(2.003332+0j)
1409,1601,2.003319,0.0,(2.003319+0j)
1410,1602,2.003306,0.0,(2.003306+0j)
1411,1603,2.003293,0.0,(2.003293+0j)
1412,1604,2.00328,0.0,(2.00328+0j)
1413,1605,2.003268,0.0,(2.003268+0j)
1414,1606,2.003255,0.0,(2.003255+0j)
1415,1607,2.003242,0.0,(2.003242+0j)
1416,1608,2.003229,0.0,(2.003229+0j)
1417,1609,2.003217,0.0,(2.003217+0j)
1418,1610,2.003204,0.0,(2.003204+0j)
1419,1611,2.003191,0.0,(2.003191+0j)
1420,1612,2.003179,0.0,(2.003179+0j)
1421,1613,2.003166,0.0,(2.003166+0j)
1422,1614,2.003154,0.0,(2.003154+0j)
1423,1615,2.003141,0.0,(2.003141+0j)
1424,1616,2.003129,0.0,(2.003129+0j)
1425,1617,2.003116,0.0,(2.003116+0j)
1426,1618,2.003103,0.0,(2.003103+0j)
1427,1619,2.003091,0.0,(2.003091+0j)
1428,1620,2.003079,0.0,(2.003079+0j)
1429,1621,2.003066,0.0,(2.003066+0j)
1430,1622,2.003054,0.0,(2.003054+0j)
1431,1623,2.003042,0.0,(2.003042+0j)
1432,1624,2.003029,0.0,(2.003029+0j)
1433,1625,2.003017,0.0,(2.003017+0j)
1434,1626,2.003005,0.0,(2.003005+0j)
1435,1627,2.002992,0.0,(2.002992+0j)
1436,1628,2.00298,0.0,(2.00298+0j)
1437,1629,2.002968,0.0,(2.002968+0j)
1438,1630,2.002955,0.0,(2.002955+0j)
1439,1631,2.002943,0.0,(2.002943+0j)
1440,1632,2.002931,0.0,(2.002931+0j)
1441,1633,2.002919,0.0,(2.002919+0j)
1442,1634,2.002907,0.0,(2.002907+0j)
1443,1635,2.002895,0.0,(2.002895+0j)
1444,1636,2.002883,0.0,(2.002883+0j)
1445,1637,2.002871,0.0,(2.002871+0j)
1446,1638,2.002859,0.0,(2.002859+0j)
1447,1639,2.002847,0.0,(2.002847+0j)
1448,1640,2.002835,0.0,(2.002835+0j)
1449,1641,2.002823,0.0,(2.002823+0j)
1450,1642,2.002811,0.0,(2.002811+0j)
1451,1643,2.002799,0.0,(2.002799+0j)
1452,1644,2.002787,0.0,(2.002787+0j)
1453,1645,2.002775,0.0,(2.002775+0j)
1454,1646,2.002763,0.0,(2.002763+0j)
1455,1647,2.002752,0.0,(2.002752+0j)
1456,1648,2.00274,0.0,(2.00274+0j)
1457,1649,2.002728,0.0,(2.002728+0j)
1458,1650,2.002716,0.0,(2.002716+0j)
1459,1651,2.002705,0.0,(2.002705+0j)
1460,1652,2.002693,0.0,(2.002693+0j)
1461,1653,2.002681,0.0,(2.002681+0j)
1462,1654,2.00267,0.0,(2.00267+0j)
1463,1655,2.002658,0.0,(2.002658+0j)
1464,1656,2.002646,0.0,(2.002646+0j)
1465,1657,2.002635,0.0,(2.002635+0j)
1466,1658,2.002623,0.0,(2.002623+0j)
1467,1659,2.002611,0.0,(2.002611+0j)
1468,1660,2.0026,0.0,(2.0026+0j)
1469,1661,2.002589,0.0,(2.002589+0j)
1470,1662,2.002577,0.0,(2.002577+0j)
1471,1663,2.002566,0.0,(2.002566+0j)
1472,1664,2.002554,0.0,(2.002554+0j)
